cell_id,NRAS.1.115258747.C,NPM1.5.170837543.C,WT1.11.32417907.G
c7072,19,9,81
c7073,32,44,65
c7074,3,6,32
c7075,8,6,21
c7076,4,9,34
c7077,32,31,98
c7078,20,6,75
c7079,22,9,40
c7080,18,36,31
c7081,23,94,52
c7082,5,4,99
c7083,11,20,37
c7084,15,17,44
c7085,28,23,8
c7086,4,4,138
c7087,8,11,35
c7088,16,19,46
c7089,3,29,30
c7090,12,0,35
c7091,20,6,44
c7092,8,34,29
c7093,14,69,37
c7094,21,46,53
c7095,11,7,53
c7096,24,30,60
c7097,15,5,32
c7098,0,24,88
c7099,14,3,142
c7100,6,35,16
c7101,13,10,40
c7102,26,24,57
c7103,8,30,54
c7104,4,66,30
c7105,24,91,38
c7106,15,13,40
c7107,19,39,47
c7108,29,59,38
c7109,15,6,49
c7110,5,7,30
c7111,26,6,33
c7112,26,29,38
c7113,12,10,28
c7114,11,0,74
c7115,48,7,50
c7116,34,16,105
c7117,8,0,48
c7118,13,21,100
c7119,25,18,49
c7120,31,15,67
c7121,8,6,114
c7122,21,59,80
c7123,21,50,91
c7124,23,18,32
c7125,13,12,26
c7126,35,102,147
c7127,22,54,62
c7128,20,40,48
c7129,14,17,25
c7130,9,26,33
c7131,5,19,44
c7132,22,24,197
c7133,5,2,31
c7134,15,46,30
c7135,16,0,30
c7136,12,3,86
c7137,24,57,61
c7138,25,28,64
c7139,11,11,29
c7140,11,0,22
c7141,9,11,22
c7142,16,26,100
c7143,15,51,104
c7144,9,93,90
c7145,32,93,22
c7146,19,6,31
c7147,18,10,62
c7148,11,13,32
c7149,18,9,29
c7150,7,1,46
c7151,9,5,48
c7152,90,75,220
c7153,12,12,29
c7154,34,19,52
c7155,37,84,63
c7156,21,11,62
c7157,22,28,62
c7158,5,0,74
c7159,22,14,11
c7160,18,47,72
c7161,15,8,111
c7162,19,14,80
c7163,7,5,34
c7164,11,2,68
c7165,1,14,53
c7166,10,31,44
c7167,21,40,41
c7168,6,0,54
c7169,28,4,31
c7170,19,17,52
c7171,7,10,58
c7172,16,37,29
c7173,24,22,83
c7174,14,6,29
c7175,17,12,32
c7176,22,3,82
c7177,9,12,45
c7178,11,4,74
c7179,24,7,52
c7180,7,3,32
c7181,11,5,24
c7182,19,19,47
c7183,4,20,40
c7184,9,18,30
c7185,8,4,58
c7186,12,0,44
c7187,12,12,49
c7188,27,48,92
c7189,7,18,31
c7190,11,15,13
c7191,15,14,47
c7192,3,3,83
c7193,9,28,37
c7194,21,42,36
c7195,30,138,64
c7196,17,30,28
c7197,8,35,33
c7198,1,11,46
c7199,13,5,30
c7200,13,19,48
c7201,11,18,29
c7202,12,10,63
c7203,49,24,79
c7204,10,4,14
c7205,1,12,42
c7206,12,44,69
c7207,9,16,31
c7208,5,26,55
c7209,13,4,26
c7210,6,5,42
c7211,33,47,44
c7212,19,8,83
c7213,30,13,24
c7214,26,38,99
c7215,19,19,36
c7216,19,0,36
c7217,17,6,54
c7218,21,1,32
c7219,11,77,54
c7220,15,9,59
c7221,11,17,69
c7222,8,69,44
c7223,4,30,22
c7224,16,9,12
c7225,16,12,26
c7226,38,60,53
c7227,9,2,59
c7228,10,21,15
c7229,13,9,23
c7230,5,24,24
c7231,16,14,48
c7232,7,37,40
c7233,34,14,111
c7234,22,13,49
c7235,23,0,34
c7236,10,13,57
c7237,22,38,36
c7238,9,31,70
c7239,15,5,28
c7240,25,50,26
c7241,3,7,68
c7242,17,37,41
c7243,21,0,39
c7244,30,28,28
c7245,37,59,78
c7246,4,10,29
c7247,14,11,46
c7248,14,43,58
c7249,19,29,44
c7250,11,30,52
c7251,12,17,22
c7252,22,41,34
c7253,6,9,20
c7254,16,39,44
c7255,23,16,28
c7256,23,36,20
c7257,22,19,40
c7258,4,8,27
c7259,17,58,100
c7260,8,7,81
c7261,21,0,55
c7262,9,5,41
c7263,4,6,47
c7264,5,5,98
c7265,27,30,35
c7266,30,48,48
c7267,22,21,70
c7268,15,21,46
c7269,9,8,31
c7270,14,7,47
c7271,27,31,65
c7272,5,8,52
c7273,21,10,23
c7274,10,38,40
c7275,23,55,51
c7276,34,60,60
c7277,10,24,44
c7278,21,18,40
c7279,28,90,45
c7280,19,4,99
c7281,9,24,39
c7282,29,101,64
c7283,13,32,58
c7284,9,18,24
c7285,11,8,73
c7286,4,2,50
c7287,14,16,41
c7288,10,41,84
c7289,34,40,55
c7290,8,0,24
c7291,5,26,54
c7292,14,21,27
c7293,13,49,38
c7294,12,20,46
c7295,9,18,59
c7296,10,11,92
c7297,11,3,77
c7298,3,49,37
c7299,10,5,44
c7300,13,9,60
c7301,7,40,45
c7302,15,37,30
c7303,4,6,30
c7304,6,8,106
c7305,21,31,65
c7306,5,1,47
c7307,13,33,45
c7308,6,16,68
c7309,18,0,18
c7310,3,0,37
c7311,7,11,57
c7312,7,15,52
c7313,13,23,27
c7314,15,3,49
c7315,9,6,44
c7316,15,23,105
c7317,5,21,44
c7318,11,4,44
c7319,3,8,53
c7320,9,69,37
c7321,46,10,66
c7322,10,20,58
c7323,7,11,54
c7324,14,7,22
c7325,12,30,45
c7326,8,2,49
c7327,14,2,38
c7328,47,92,79
c7329,6,14,65
c7330,7,12,51
c7331,9,26,17
c7332,3,6,54
c7333,13,3,34
c7334,27,45,27
c7335,36,59,90
c7336,37,43,42
c7337,10,8,21
c7338,26,34,53
c7339,19,8,37
c7340,14,37,22
c7341,6,6,67
c7342,9,22,38
c7343,3,0,28
c7344,11,3,49
c7345,42,33,85
c7346,19,47,62
c7347,23,24,29
c7348,11,21,48
c7349,2,10,29
c7350,22,8,22
c7351,21,20,56
c7352,14,14,44
c7353,11,39,37
c7354,4,58,26
c7355,13,66,56
c7356,22,24,33
c7357,27,22,77
c7358,31,22,40
c7359,12,0,21
c7360,8,19,26
c7361,37,31,64
c7362,13,25,50
c7363,29,39,52
c7364,12,8,38
c7365,12,9,32
c7366,4,2,19
c7367,26,31,22
c7368,17,24,36
c7369,11,0,70
c7370,6,3,77
c7371,6,8,69
c7372,5,4,66
c7373,11,54,64
c7374,41,57,97
c7375,13,25,57
c7376,8,12,33
c7377,7,21,30
c7378,36,3,42
c7379,12,16,45
c7380,20,36,65
c7381,9,9,86
c7382,26,42,52
c7383,12,30,88
c7384,17,8,61
c7385,22,63,34
c7386,19,32,42
c7387,5,0,33
c7388,20,60,77
c7389,20,11,56
c7390,4,38,55
c7391,14,2,53
c7392,1,14,52
c7393,12,4,48
c7394,3,4,45
c7395,12,3,81
c7396,2,14,29
c7397,17,18,47
c7398,34,21,98
c7399,13,40,48
c7400,1,23,40
c7401,4,13,32
c7402,13,23,45
c7403,10,47,50
c7404,14,13,47
c7405,23,56,46
c7406,32,19,55
c7407,11,9,29
c7408,9,6,44
c7409,16,4,24
c7410,19,26,50
c7411,21,36,63
c7412,2,13,73
c7413,6,4,58
c7414,17,6,36
c7415,9,30,52
c7416,9,6,32
c7417,9,22,20
c7418,2,14,18
c7419,17,45,33
c7420,21,10,30
c7421,17,2,54
c7422,16,85,90
c7423,6,37,41
c7424,19,40,55
c7425,14,8,48
c7426,12,13,49
c7427,18,4,34
c7428,18,30,48
c7429,2,3,12
c7430,6,66,66
c7431,12,20,36
c7432,12,29,46
c7433,15,14,31
c7434,5,2,45
c7435,15,52,33
c7436,5,5,29
c7437,9,24,32
c7438,5,10,40
c7439,9,6,33
c7440,5,12,26
c7441,14,27,37
c7442,22,22,42
c7443,20,9,17
c7444,9,1,55
c7445,15,31,56
c7446,21,41,49
c7447,22,3,63
c7448,15,12,62
c7449,13,6,48
c7450,3,2,19
c7451,9,12,43
c7452,13,42,44
c7453,12,14,66
c7454,16,12,34
c7455,29,15,28
c7456,8,21,58
c7457,10,1,78
c7458,2,2,40
c7459,6,9,71
c7460,8,2,35
c7461,6,97,38
c7462,9,23,34
c7463,13,20,29
c7464,4,20,20
c7465,21,46,21
c7466,7,23,18
c7467,13,47,28
c7468,13,18,38
c7469,6,14,57
c7470,10,15,44
c7471,3,29,43
c7472,8,22,26
c7473,6,10,25
c7474,13,24,23
c7475,17,0,30
c7476,28,97,47
c7477,19,0,21
c7478,9,50,70
c7479,44,74,85
c7480,15,10,38
c7481,18,46,26
c7482,14,29,51
c7483,14,10,35
c7484,13,4,49
c7485,18,21,34
c7486,20,44,54
c7487,9,64,27
c7488,14,15,57
c7489,18,62,84
c7490,13,3,99
c7491,14,72,63
c7492,4,8,60
c7493,11,19,41
c7494,23,27,52
c7495,20,52,69
c7496,23,9,53
c7497,4,4,42
c7498,6,2,71
c7499,15,4,0
c7500,2,10,73
c7501,4,5,24
c7502,20,15,62
c7503,8,9,23
c7504,4,9,44
c7505,11,0,50
c7506,14,14,27
c7507,32,50,44
c7508,10,2,48
c7509,6,2,27
c7510,13,76,45
c7511,9,5,36
c7512,38,18,70
c7513,52,35,293
c7514,11,0,18
c7515,7,2,20
c7516,14,2,53
c7517,16,16,47
c7518,11,12,63
c7519,21,23,84
c7520,6,11,34
c7521,23,52,22
c7522,26,61,105
c7523,16,36,28
c7524,8,11,31
c7525,5,16,59
c7526,12,9,45
c7527,21,73,37
c7528,8,3,43
c7529,8,5,35
c7530,7,12,38
c7531,7,16,27
c7532,12,10,54
c7533,12,35,37
c7534,16,6,28
c7535,6,12,17
c7536,3,14,139
c7537,11,5,47
c7538,8,14,48
c7539,7,31,47
c7540,31,36,46
c7541,17,21,10
c7542,26,71,44
c7543,23,50,59
c7544,28,75,94
c7545,14,0,44
c7546,16,17,66
c7547,13,21,63
c7548,20,21,83
c7549,13,0,48
c7550,17,16,44
c7551,21,22,43
c7552,13,8,55
c7553,14,13,39
c7554,26,58,63
c7555,6,18,22
c7556,6,20,45
c7557,11,12,71
c7558,18,9,31
c7559,2,1,35
c7560,36,14,138
c7561,18,21,20
c7562,11,6,28
c7563,27,45,57
c7564,13,20,41
c7565,12,13,40
c7566,13,10,53
c7567,25,27,54
c7568,19,34,16
c7569,6,10,32
c7570,34,85,90
c7571,4,48,12
c7572,19,30,53
c7573,20,34,40
c7574,12,13,44
c7575,8,14,46
c7576,11,27,34
c7577,12,33,24
c7578,7,1,56
c7579,9,14,50
c7580,5,10,41
c7581,9,8,55
c7582,26,35,65
c7583,4,3,60
c7584,17,18,66
c7585,18,57,62
c7586,19,46,36
c7587,27,28,19
c7588,15,10,57
c7589,7,4,44
c7590,17,14,60
c7591,4,15,44
c7592,16,39,48
c7593,16,41,35
c7594,13,46,40
c7595,10,2,31
c7596,8,0,55
c7597,11,0,26
c7598,2,56,32
c7599,10,16,37
c7600,23,33,37
c7601,9,5,48
c7602,10,10,50
c7603,1,14,41
c7604,23,29,68
c7605,19,4,61
c7606,12,6,65
c7607,14,7,55
c7608,12,33,33
c7609,24,44,27
c7610,17,24,51
c7611,25,47,59
c7612,20,53,90
c7613,8,3,28
c7614,15,57,53
c7615,18,10,37
c7616,16,20,66
c7617,14,11,45
c7618,14,17,29
c7619,8,9,64
c7620,2,7,40
c7621,12,9,30
c7622,12,18,45
c7623,18,61,50
c7624,7,4,79
c7625,19,9,57
c7626,13,30,31
c7627,12,16,63
c7628,16,2,27
c7629,18,15,21
c7630,15,8,25
c7631,4,20,46
c7632,12,2,44
c7633,9,7,54
c7634,11,15,44
c7635,11,25,41
c7636,23,65,71
c7637,23,71,51
c7638,19,27,68
c7639,13,10,35
c7640,14,1,63
c7641,33,65,79
c7642,13,18,28
c7643,9,30,48
c7644,15,2,56
c7645,4,5,31
c7646,4,5,38
c7647,11,16,38
c7648,28,37,102
c7649,16,50,39
c7650,7,10,43
c7651,18,19,45
c7652,35,26,82
c7653,17,11,72
c7654,10,34,50
c7655,19,0,39
c7656,15,0,24
c7657,18,9,19
c7658,12,24,25
c7659,6,9,23
c7660,2,26,32
c7661,10,0,61
c7662,17,17,73
c7663,12,50,69
c7664,18,57,40
c7665,9,22,26
c7666,8,37,19
c7667,31,51,59
c7668,11,16,24
c7669,52,45,128
c7670,15,45,68
c7671,19,5,37
c7672,12,28,34
c7673,9,3,54
c7674,8,49,29
c7675,10,5,45
c7676,16,2,27
c7677,20,53,28
c7678,37,60,53
c7679,7,23,45
c7680,5,56,25
c7681,12,29,67
c7682,12,6,60
c7683,11,15,40
c7684,14,9,99
c7685,17,8,74
c7686,29,12,40
c7687,9,13,48
c7688,7,28,23
c7689,6,39,50
c7690,6,0,21
c7691,12,20,34
c7692,3,5,43
c7693,14,13,46
c7694,20,24,94
c7695,22,40,27
c7696,17,15,33
c7697,26,26,55
c7698,15,14,46
c7699,17,11,73
c7700,1,1,43
c7701,11,3,168
c7702,12,11,40
c7703,8,4,43
c7704,46,34,42
c7705,11,25,39
c7706,23,31,49
c7707,5,14,30
c7708,4,50,28
c7709,7,23,28
c7710,10,8,35
c7711,35,9,46
c7712,19,6,8
c7713,15,16,35
c7714,5,11,51
c7715,30,34,51
c7716,21,26,57
c7717,4,6,35
c7718,15,48,40
c7719,7,6,114
c7720,12,3,94
c7721,11,26,12
c7722,23,89,54
c7723,8,16,27
c7724,12,40,46
c7725,1,2,20
c7726,11,8,53
c7727,10,0,49
c7728,6,29,27
c7729,12,4,48
c7730,9,15,59
c7731,13,39,24
c7732,24,20,47
c7733,11,14,23
c7734,63,147,58
c7735,15,38,38
c7736,35,58,73
c7737,11,21,51
c7738,9,23,22
c7739,38,57,67
c7740,37,20,83
c7741,5,38,64
c7742,9,8,49
c7743,4,3,79
c7744,13,11,60
c7745,23,23,28
c7746,7,6,27
c7747,8,15,14
c7748,34,6,70
c7749,29,9,14
c7750,11,15,15
c7751,13,10,57
c7752,23,5,45
c7753,1,2,116
c7754,24,37,42
c7755,30,32,46
c7756,33,22,75
c7757,19,26,42
c7758,12,11,57
c7759,12,6,25
c7760,32,33,44
c7761,10,6,63
c7762,8,11,33
c7763,3,4,71
c7764,6,14,20
c7765,13,24,10
c7766,16,7,50
c7767,26,18,70
c7768,14,6,67
c7769,12,7,62
c7770,11,2,35
c7771,10,15,59
c7772,14,8,58
c7773,15,21,29
c7774,36,12,52
c7775,39,85,91
c7776,9,16,39
c7777,11,5,50
c7778,13,8,34
c7779,6,11,32
c7780,7,9,43
c7781,17,37,29
c7782,11,3,31
c7783,12,18,51
c7784,10,54,26
c7785,16,40,43
c7786,4,1,72
c7787,10,4,34
c7788,43,13,8
c7789,3,19,40
c7790,55,75,154
c7791,11,34,18
c7792,21,52,64
c7793,25,17,55
c7794,17,10,68
c7795,42,65,41
c7796,10,0,32
c7797,18,17,60
c7798,11,4,63
c7799,16,26,58
c7800,18,18,28
c7801,29,29,88
c7802,17,36,32
c7803,18,14,20
c7804,22,54,33
c7805,45,54,52
c7806,18,34,13
c7807,17,13,56
c7808,12,5,43
c7809,17,46,33
c7810,4,9,53
c7811,11,2,27
c7812,26,50,88
c7813,10,52,72
c7814,9,58,52
c7815,6,8,60
c7816,15,10,78
c7817,38,5,74
c7818,35,84,84
c7819,27,16,32
c7820,17,5,67
c7821,23,43,32
c7822,22,73,42
c7823,13,1,28
c7824,6,18,95
c7825,9,0,13
c7826,5,23,34
c7827,10,23,27
c7828,15,10,41
c7829,3,2,41
c7830,21,21,37
c7831,21,47,62
c7832,11,4,25
c7833,19,15,74
c7834,12,0,25
c7835,12,11,86
c7836,30,80,55
c7837,11,48,29
c7838,10,9,58
c7839,24,0,43
c7840,32,59,85
c7841,23,81,25
c7842,4,8,42
c7843,10,18,55
c7844,27,48,84
c7845,15,17,68
c7846,16,41,28
c7847,8,5,33
c7848,25,35,72
c7849,7,3,68
c7850,12,13,25
c7851,8,11,60
c7852,27,4,90
c7853,15,22,36
c7854,15,21,30
c7855,5,2,39
c7856,10,24,34
c7857,4,38,33
c7858,24,25,29
c7859,11,0,57
c7860,7,15,21
c7861,11,7,26
c7862,4,6,45
c7863,11,6,29
c7864,17,10,49
c7865,20,24,48
c7866,8,37,60
c7867,2,3,55
c7868,5,21,34
c7869,19,48,35
c7870,13,16,54
c7871,16,12,44
c7872,24,70,55
c7873,4,2,20
c7874,15,2,48
c7875,44,46,44
c7876,13,2,25
c7877,5,9,48
c7878,18,34,15
c7879,14,0,41
c7880,90,15,305
c7881,18,42,32
c7882,10,2,70
c7883,9,10,37
c7884,16,13,39
c7885,13,5,55
c7886,7,30,69
c7887,11,26,34
c7888,22,15,67
c7889,14,4,32
c7890,9,11,31
c7891,10,15,78
c7892,7,14,39
c7893,31,44,93
c7894,25,43,69
c7895,19,3,52
c7896,11,21,36
c7897,28,36,74
c7898,19,25,92
c7899,0,2,50
c7900,8,3,21
c7901,26,45,26
c7902,13,26,51
c7903,15,0,28
c7904,26,18,26
c7905,15,7,22
c7906,35,26,71
c7907,17,30,34
c7908,16,41,68
c7909,11,6,19
c7910,4,0,30
c7911,21,15,34
c7912,10,2,69
c7913,15,18,40
c7914,24,9,34
c7915,12,8,27
c7916,10,9,24
c7917,6,11,36
c7918,13,16,23
c7919,9,9,38
c7920,11,6,44
c7921,22,73,12
c7922,14,19,32
c7923,8,37,34
c7924,8,2,75
c7925,9,9,18
c7926,12,32,16
c7927,15,51,33
c7928,15,8,44
c7929,2,9,31
c7930,18,5,71
c7931,11,14,52
c7932,22,38,60
c7933,20,31,88
c7934,25,42,55
c7935,5,0,32
c7936,33,47,29
c7937,22,54,17
c7938,6,32,32
c7939,8,4,38
c7940,13,0,26
c7941,11,41,67
c7942,9,16,48
c7943,8,5,16
c7944,25,35,71
c7945,14,19,66
c7946,20,20,27
c7947,17,13,25
c7948,10,4,24
c7949,0,6,33
c7950,23,43,27
c7951,22,44,42
c7952,14,4,18
c7953,17,29,31
c7954,28,6,57
c7955,43,43,90
c7956,13,11,91
c7957,19,42,55
c7958,16,6,37
c7959,24,35,69
c7960,14,3,44
c7961,3,32,53
c7962,25,16,93
c7963,11,54,21
c7964,4,51,39
c7965,14,0,25
c7966,8,25,44
c7967,15,52,26
c7968,14,22,32
c7969,38,75,29
c7970,4,8,51
c7971,29,49,58
c7972,8,4,30
c7973,5,3,28
c7974,14,67,16
c7975,19,36,43
c7976,30,14,95
c7977,11,14,108
c7978,18,18,93
c7979,27,21,44
c7980,12,13,33
c7981,7,2,49
c7982,8,43,46
c7983,17,75,29
c7984,15,13,41
c7985,18,27,34
c7986,34,39,55
c7987,12,24,29
c7988,21,31,51
c7989,3,1,48
c7990,36,16,50
c7991,15,18,30
c7992,18,39,26
c7993,23,25,62
c7994,2,2,25
c7995,15,9,34
c7996,8,8,38
c7997,20,11,107
c7998,41,37,91
c7999,15,66,52
c8000,21,13,23
c8001,14,0,20
c8002,22,14,60
c8003,18,50,32
c8004,34,57,67
c8005,10,19,28
c8006,2,3,93
c8007,10,4,34
c8008,12,2,45
c8009,5,19,69
c8010,47,96,76
c8011,14,0,38
c8012,28,5,56
c8013,31,22,48
c8014,25,22,40
c8015,20,51,30
c8016,8,17,37
c8017,4,2,46
c8018,27,33,35
c8019,8,60,56
c8020,2,0,33
c8021,2,1,80
c8022,9,7,45
c8023,19,50,36
c8024,11,2,56
c8025,12,1,58
c8026,17,25,45
c8027,26,1,49
c8028,19,57,40
c8029,16,24,65
c8030,37,103,101
c8031,7,3,42
c8032,4,14,45
c8033,12,17,73
c8034,11,4,53
c8035,30,68,67
c8036,30,8,66
c8037,2,4,30
c8038,5,7,52
c8039,10,12,29
c8040,4,0,55
c8041,2,4,20
c8042,7,14,80
c8043,45,52,94
c8044,6,48,42
c8045,3,10,26
c8046,10,28,25
c8047,12,71,68
c8048,13,29,28
c8049,4,7,19
c8050,10,14,63
c8051,8,0,20
c8052,8,1,35
c8053,19,9,66
c8054,23,65,47
c8055,1,4,50
c8056,4,45,28
c8057,13,33,16
c8058,1,31,15
c8059,11,13,23
c8060,12,19,30
c8061,9,24,25
c8062,23,10,50
c8063,9,19,37
c8064,21,74,44
c8065,12,6,25
c8066,18,18,58
c8067,11,52,25
c8068,7,23,45
c8069,18,4,86
c8070,36,21,113
c8071,27,7,59
c8072,12,5,31
c8073,13,6,77
c8074,5,8,25
c8075,6,12,31
c8076,10,8,50
c8077,20,68,78
c8078,17,22,26
c8079,22,39,46
c8080,10,19,39
c8081,26,13,30
c8082,34,4,31
c8083,5,5,50
c8084,15,28,34
c8085,9,10,22
c8086,6,12,40
c8087,10,12,26
c8088,21,38,27
c8089,25,18,37
c8090,15,20,52
c8091,33,24,103
c8092,6,17,34
c8093,22,50,42
c8094,1,37,32
c8095,5,9,23
c8096,13,7,63
c8097,4,5,53
c8098,9,16,71
c8099,14,9,69
c8100,12,17,39
c8101,17,25,35
c8102,22,27,106
c8103,12,0,25
c8104,3,6,32
c8105,15,31,22
c8106,11,26,26
c8107,10,4,84
c8108,16,32,54
c8109,14,4,52
c8110,13,27,37
c8111,19,10,46
c8112,25,14,38
c8113,19,33,39
c8114,3,2,17
c8115,12,10,25
c8116,17,14,35
c8117,23,10,39
c8118,5,19,32
c8119,12,35,28
c8120,7,55,32
c8121,10,8,13
c8122,9,6,78
c8123,24,2,60
c8124,29,61,45
c8125,5,2,46
c8126,23,19,64
c8127,44,59,83
c8128,6,32,29
c8129,4,3,30
c8130,17,60,41
c8131,22,59,47
c8132,31,64,112
c8133,14,11,64
c8134,8,3,53
c8135,4,56,44
c8136,24,43,65
c8137,8,15,44
c8138,14,34,37
c8139,7,38,32
c8140,16,16,40
c8141,16,3,43
c8142,11,8,49
c8143,9,16,15
c8144,9,35,11
c8145,25,0,30
c8146,24,83,83
c8147,4,15,33
c8148,39,45,55
c8149,7,11,32
c8150,2,5,20
c8151,26,15,38
c8152,10,7,39
c8153,5,30,38
c8154,6,0,21
c8155,15,45,97
c8156,4,63,20
c8157,16,37,41
c8158,11,6,65
c8159,9,37,35
c8160,4,14,42
c8161,3,7,53
c8162,11,38,49
c8163,8,34,76
c8164,6,14,19
c8165,11,14,42
c8166,4,22,39
c8167,7,29,49
c8168,4,33,40
c8169,19,25,45
c8170,3,31,38
c8171,17,22,35
c8172,15,1,48
c8173,20,25,20
c8174,16,17,38
c8175,30,51,100
c8176,4,10,120
c8177,13,136,78
c8178,12,16,61
c8179,16,22,57
c8180,8,27,49
c8181,12,2,39
c8182,26,11,72
c8183,3,8,97
c8184,13,20,67
c8185,2,34,45
c8186,27,43,58
c8187,11,6,37
c8188,17,0,35
c8189,12,12,35
c8190,11,11,46
c8191,19,12,29
c8192,20,8,54
c8193,22,15,131
c8194,25,15,20
c8195,4,0,25
c8196,41,11,49
c8197,7,6,52
c8198,30,6,41
c8199,8,10,74
c8200,5,1,33
c8201,17,16,45
c8202,4,1,66
c8203,10,7,60
c8204,3,0,62
c8205,21,69,51
c8206,7,14,37
c8207,13,15,32
c8208,9,9,51
c8209,11,1,27
c8210,28,28,136
c8211,13,6,72
c8212,31,34,57
c8213,8,68,53
c8214,18,24,34
c8215,8,31,27
c8216,15,34,54
c8217,25,0,20
c8218,5,4,14
c8219,22,52,25
c8220,7,4,27
c8221,5,26,30
c8222,3,9,23
c8223,22,18,14
c8224,11,53,19
c8225,23,22,34
c8226,21,34,47
c8227,23,54,69
c8228,23,71,80
c8229,5,30,20
c8230,14,22,35
c8231,13,30,48
c8232,4,13,94
c8233,18,9,24
c8234,7,25,17
c8235,8,11,34
c8236,21,0,15
c8237,19,9,42
c8238,5,29,35
c8239,22,29,30
c8240,1,8,64
c8241,13,22,13
c8242,20,23,50
c8243,11,3,37
c8244,13,68,22
c8245,18,18,54
c8246,18,32,77
c8247,36,12,59
c8248,30,19,60
c8249,11,16,30
c8250,15,18,32
c8251,4,28,56
c8252,10,7,22
c8253,4,15,30
c8254,29,40,67
c8255,15,33,42
c8256,14,6,32
c8257,4,53,25
c8258,13,87,19
c8259,21,11,103
c8260,14,15,68
c8261,3,2,59
c8262,20,4,34
c8263,22,14,43
c8264,13,2,15
c8265,11,38,73
c8266,35,45,43
c8267,16,52,40
c8268,15,30,58
c8269,11,10,48
c8270,26,23,75
c8271,17,30,46
c8272,13,10,46
c8273,36,24,68
c8274,10,38,47
c8275,18,4,33
c8276,39,31,68
c8277,13,12,25
c8278,23,4,36
c8279,5,20,26
c8280,24,28,45
c8281,3,33,38
c8282,26,12,97
c8283,19,15,68
c8284,24,13,64
c8285,21,3,63
c8286,13,10,47
c8287,15,58,57
c8288,13,5,27
c8289,1,3,13
c8290,2,6,67
c8291,31,39,101
c8292,9,6,94
c8293,10,2,99
c8294,10,8,49
c8295,22,32,23
c8296,17,4,42
c8297,10,0,56
c8298,10,16,24
c8299,22,20,55
c8300,13,2,49
c8301,38,6,42
c8302,8,46,31
c8303,13,26,28
c8304,6,14,75
c8305,0,22,21
c8306,21,8,35
c8307,29,51,53
c8308,11,9,50
c8309,6,4,52
c8310,14,26,29
c8311,19,6,113
c8312,18,5,49
c8313,6,13,72
c8314,16,2,47
c8315,30,40,51
c8316,35,21,35
c8317,10,8,60
c8318,12,18,62
c8319,5,24,52
c8320,8,52,37
c8321,3,9,33
c8322,24,18,59
c8323,8,26,32
c8324,19,7,25
c8325,12,23,51
c8326,19,16,35
c8327,18,61,53
c8328,25,10,14
c8329,19,27,23
c8330,12,3,62
c8331,6,11,39
c8332,27,39,42
c8333,15,54,71
c8334,5,4,30
c8335,9,17,23
c8336,21,64,55
c8337,5,32,51
c8338,5,36,30
c8339,4,23,55
c8340,6,46,56
c8341,13,3,69
c8342,10,22,50
c8343,22,21,68
c8344,11,42,58
c8345,26,16,77
c8346,21,18,30
c8347,21,33,47
c8348,7,11,43
c8349,20,12,36
c8350,22,14,80
c8351,6,3,25
c8352,5,0,35
c8353,19,9,58
c8354,2,8,10
c8355,16,65,56
c8356,36,47,140
c8357,11,0,50
c8358,5,18,35
c8359,7,17,40
c8360,8,10,80
c8361,23,40,56
