cell_id,NPM1.5.170837545.C,PTPN11.12.112888211.A,FLT3.13.28592634.CATG
c7071,14,28,44
c7072,7,34,30
c7073,1,33,66
c7074,40,21,39
c7075,15,18,13
c7076,5,48,57
c7077,19,40,53
c7078,31,22,43
c7079,62,33,39
c7080,65,76,91
c7081,15,29,38
c7082,48,52,63
c7083,13,35,60
c7084,13,59,37
c7085,14,29,42
c7086,7,64,75
c7087,50,33,47
c7088,51,31,54
c7089,31,33,50
c7090,10,44,52
c7091,5,49,50
c7092,2,16,29
c7093,50,76,84
c7094,32,23,22
c7095,86,69,109
c7096,5,34,33
c7097,5,34,27
c7098,33,17,33
c7099,20,1,27
c7100,13,29,51
c7101,45,37,55
c7102,21,15,23
c7103,30,27,39
c7104,10,40,42
c7105,5,21,42
c7106,42,47,65
c7107,25,23,53
c7108,19,33,47
c7109,21,14,23
c7110,56,53,48
c7111,25,12,21
c7112,4,29,41
c7113,52,41,64
c7114,27,41,34
c7115,22,23,23
c7116,35,18,31
c7117,8,24,54
c7118,27,38,33
c7119,10,53,61
c7120,15,13,40
c7121,22,26,17
c7122,42,40,36
c7123,47,33,31
c7124,28,29,64
c7125,35,75,61
c7126,26,26,28
c7127,41,43,47
c7128,18,65,66
c7129,14,22,23
c7130,2,32,38
c7131,45,49,42
c7132,33,35,31
c7133,6,26,28
c7134,14,25,21
c7135,40,19,43
c7136,2,41,46
c7137,26,30,35
c7138,44,90,95
c7139,63,50,57
c7140,36,42,39
c7141,13,78,68
c7142,84,65,83
c7143,32,67,71
c7144,38,35,36
c7145,41,30,33
c7146,6,32,70
c7147,12,16,64
c7148,24,50,28
c7149,13,35,49
c7150,32,51,50
c7151,38,20,17
c7152,22,23,32
c7153,20,49,53
c7154,31,36,32
c7155,48,74,83
c7156,15,7,16
c7157,18,32,52
c7158,35,19,15
c7159,0,25,74
c7160,30,29,21
c7161,21,16,29
c7162,6,21,19
c7163,14,18,20
c7164,52,40,63
c7165,32,34,38
c7166,7,21,9
c7167,43,54,73
c7168,11,67,49
c7169,43,50,67
c7170,11,26,43
c7171,17,14,18
c7172,1,26,27
c7173,4,50,60
c7174,29,41,59
c7175,0,20,35
c7176,35,15,25
c7177,24,11,22
c7178,24,23,23
c7179,48,35,46
c7180,19,15,12
c7181,7,58,81
c7182,33,22,29
c7183,8,10,30
c7184,2,33,40
c7185,26,17,55
c7186,44,32,46
c7187,27,29,33
c7188,3,36,46
c7189,17,21,35
c7190,3,29,50
c7191,37,51,56
c7192,65,41,51
c7193,5,20,70
c7194,10,50,53
c7195,22,44,64
c7196,5,32,52
c7197,32,53,75
c7198,10,12,33
c7199,20,38,34
c7200,2,54,53
c7201,8,18,55
c7202,44,32,31
c7203,3,53,29
c7204,4,25,4
c7205,23,58,90
c7206,3,31,45
c7207,30,29,30
c7208,11,34,32
c7209,8,39,29
c7210,4,34,40
c7211,29,36,55
c7212,12,18,26
c7213,26,30,26
c7214,17,68,112
c7215,59,49,48
c7216,25,29,38
c7217,22,33,48
c7218,14,52,55
c7219,31,62,75
c7220,9,17,24
c7221,5,19,41
c7222,12,30,41
c7223,16,21,45
c7224,41,25,22
c7225,55,39,41
c7226,11,40,20
c7227,15,100,128
c7228,13,34,38
c7229,2,43,36
c7230,10,42,46
c7231,12,40,47
c7232,8,45,56
c7233,39,76,87
c7234,5,65,87
c7235,5,27,60
c7236,16,40,53
c7237,22,21,23
c7238,4,51,93
c7239,28,36,33
c7240,25,53,53
c7241,24,45,56
c7242,27,58,80
c7243,12,29,34
c7244,10,16,16
c7245,20,33,42
c7246,20,48,53
c7247,19,13,20
c7248,20,60,58
c7249,3,17,34
c7250,22,26,39
c7251,38,38,45
c7252,23,13,10
c7253,2,16,29
c7254,23,82,97
c7255,13,17,22
c7256,41,70,75
c7257,12,20,32
c7258,5,28,44
c7259,22,27,59
c7260,12,0,22
c7261,9,26,17
c7262,8,38,46
c7263,23,29,54
c7264,13,32,32
c7265,27,35,52
c7266,24,31,29
c7267,15,20,19
c7268,28,50,101
c7269,19,28,41
c7270,18,22,26
c7271,10,45,33
c7272,22,22,36
c7273,21,22,47
c7274,7,23,51
c7275,2,8,41
c7276,5,76,82
c7277,3,16,43
c7278,27,25,33
c7279,10,43,72
c7280,17,13,33
c7281,5,43,54
c7282,13,47,61
c7283,7,41,35
c7284,7,24,47
c7285,27,22,23
c7286,15,23,32
c7287,10,12,50
c7288,14,19,31
c7289,67,73,76
c7290,22,54,96
c7291,44,23,34
c7292,19,27,28
c7293,26,58,74
c7294,10,42,37
c7295,47,40,50
c7296,2,25,44
c7297,30,26,21
c7298,25,26,41
c7299,3,33,45
c7300,7,34,48
